StoreCode,StoreCategoryCode,ProductId,ProductCategoryCode,SalesQuantity,SalesDate
131,1,4859,518,3,2020-03-19
951,1,4461,203,2,2018-09-26
951,1,4461,203,6,2020-11-12
951,1,7983,518,4,2020-11-27
413,1,4461,203,-2,2020-09-05
680,1,44,325,6,2019-04-06
353,2,44,325,8,2016-08-27
410,1,8654,518,1,2021-10-18
410,1,4161,203,2,2020-10-06
413,1,1144,723,6,2016-07-07
825,1,8761,518,3,2018-02-22
413,1,4461,203,4,2019-05-22
410,1,9066,270,4,2016-06-28
825,1,4859,518,2,2020-09-09
411,1,4161,203,9,2020-10-08
680,1,8761,518,14,2019-12-20
825,1,4461,203,10,2016-02-26
951,1,4161,203,12,2020-05-25
413,1,4161,203,3,2018-05-24
680,1,8761,518,2,2017-01-03
950,1,4461,203,17,2019-08-16
411,1,6437,401,2,2016-10-10
673,1,7983,518,29,2020-12-26
950,1,4161,203,16,2018-08-10
950,1,8654,518,2,2021-10-28
680,1,44,325,2,2021-09-20
353,2,7983,518,12,2021-07-18
950,1,8761,518,1,2017-05-24
680,1,4461,203,1,2019-11-18
410,1,44,325,2,2021-07-03
950,1,1144,723,4,2017-04-01
680,1,1144,723,4,2018-09-12
411,1,9066,270,4,2019-08-09
951,1,4859,518,1,2016-02-15
413,1,7983,518,3,2021-12-02
825,1,9066,270,3,2017-01-20
410,1,8761,518,3,2021-11-12
411,1,4461,203,2,2019-09-21
950,1,1144,723,1,2022-02-28
410,1,8654,518,1,2021-06-29
951,1,4859,518,2,2020-11-24
353,2,8761,518,1,2017-01-18
680,1,9066,270,5,2018-04-07
411,1,4859,518,2,2017-01-25
950,1,4161,203,3,2021-06-14
951,1,1144,723,5,2017-04-28
951,1,9066,270,4,2021-08-31
825,1,7983,518,8,2020-09-07
410,1,44,325,4,2016-09-30
411,1,4859,518,4,2021-06-04
825,1,6437,401,4,2017-01-02
131,1,8654,518,4,2020-08-26
825,1,8654,518,4,2021-11-05
411,1,4461,203,3,2021-04-16
413,1,8761,518,5,2017-07-26
413,1,4859,518,4,2021-02-05
680,1,4859,518,3,2020-06-17
950,1,44,325,2,2020-10-15
353,2,8761,518,2,2020-06-10
673,1,4859,518,5,2020-01-02
353,2,4859,518,1,2021-09-05
131,1,7983,518,10,2019-12-11
410,1,44,325,4,2019-08-06
950,1,1144,723,1,2021-07-08
680,1,4859,518,1,2019-06-22
951,1,4461,203,3,2019-09-26
410,1,7983,518,5,2017-05-02
825,1,1144,723,2,2016-03-07
673,1,6437,401,5,2019-08-07
413,1,4161,203,6,2018-12-01
410,1,4859,518,1,2018-08-08
680,1,4161,203,14,2020-10-30
131,1,6437,401,14,2022-03-12
673,1,7983,518,68,2017-12-30
410,1,4461,203,11,2017-11-24
413,1,4161,203,1,2017-03-14
673,1,7983,518,7,2021-09-20
411,1,1144,723,2,2017-01-10
950,1,8654,518,13,2021-07-24
950,1,8761,518,7,2019-09-28
131,1,8761,518,2,2016-11-14
413,1,4859,518,3,2017-05-30
951,1,6437,401,5,2019-01-26
680,1,44,325,7,2018-08-18
673,1,4461,203,6,2019-09-20
411,1,4859,518,1,2018-05-22
950,1,7983,518,1,2019-04-08
951,1,8654,518,4,2017-12-16
413,1,44,325,9,2020-02-01
680,1,4461,203,5,2017-07-06
673,1,4859,518,9,2017-03-31
411,1,44,325,2,2018-02-23
131,1,1144,723,2,2017-11-30
951,1,1144,723,4,2017-09-15
673,1,4161,203,3,2021-09-13
680,1,6437,401,3,2020-02-04
951,1,44,325,1,2019-04-26
353,2,4859,518,2,2021-02-09
413,1,4461,203,4,2018-01-22
951,1,7983,518,13,2016-12-20
413,1,6437,401,3,2017-05-04
825,1,6437,401,4,2019-01-04
410,1,6437,401,3,2016-09-01
825,1,8761,518,1,2019-05-13
680,1,4161,203,10,2020-02-05
950,1,7983,518,6,2016-08-29
353,2,6437,401,1,2020-10-24
411,1,1144,723,7,2019-01-03
353,2,9066,270,5,2020-07-19
673,1,4161,203,5,2018-08-22
825,1,8761,518,1,2017-09-11
131,1,7983,518,1,2018-10-30
951,1,8761,518,2,2018-12-05
673,1,4161,203,3,2017-07-17
131,1,8761,518,3,2019-05-11
825,1,4859,518,2,2017-02-10
353,2,6437,401,1,2017-08-28
410,1,8654,518,1,2022-03-09
673,1,44,325,2,2021-11-26
673,1,7983,518,4,2022-03-05
680,1,4859,518,2,2017-01-05
950,1,1144,723,4,2019-12-23
353,2,4461,203,1,2019-02-12
950,1,8654,518,3,2020-12-02
410,1,8654,518,4,2021-04-16
411,1,7983,518,2,2018-10-03
825,1,4461,203,1,2017-09-05
131,1,9066,270,3,2016-03-17
413,1,8654,518,2,2018-06-25
410,1,9066,270,3,2020-11-06
413,1,9066,270,2,2019-01-26
950,1,44,325,7,2017-09-08
825,1,1144,723,4,2018-09-29
673,1,6437,401,2,2016-06-16
410,1,1144,723,2,2019-11-14
353,2,7983,518,5,2017-01-31
825,1,44,325,20,2020-06-20
680,1,1144,723,2,2022-02-16
131,1,7983,518,1,2018-07-14
410,1,1144,723,2,2020-12-29
410,1,4859,518,8,2021-07-20
411,1,4161,203,2,2021-03-23
951,1,4859,518,3,2021-01-18
411,1,9066,270,3,2019-04-12
825,1,6437,401,1,2019-10-07
413,1,4859,518,1,2022-03-02
825,1,1144,723,2,2021-05-29
410,1,6437,401,2,2016-07-12
353,2,44,325,3,2016-06-27
680,1,6437,401,4,2019-01-05
353,2,9066,270,3,2020-11-10
673,1,1144,723,4,2019-08-14
411,1,7983,518,3,2019-10-22
131,1,7983,518,13,2019-03-09
825,1,1144,723,2,2018-09-25
411,1,4859,518,1,2016-10-17
413,1,4461,203,3,2016-09-22
950,1,1144,723,1,2021-09-16
950,1,4161,203,7,2019-03-19
825,1,4161,203,1,2021-04-30
413,1,8761,518,5,2016-07-15
951,1,4161,203,3,2016-07-04
680,1,8761,518,2,2021-06-15
673,1,6437,401,10,2018-09-15
353,2,1144,723,1,2018-05-20
131,1,8761,518,2,2016-08-10
411,1,7983,518,4,2020-08-01
410,1,4461,203,3,2017-02-13
131,1,4461,203,3,2019-03-23
950,1,6437,401,4,2019-10-18
951,1,6437,401,7,2020-07-04
411,1,6437,401,5,2018-12-12
950,1,9066,270,8,2016-08-20
411,1,4859,518,3,2021-08-31
353,2,9066,270,2,2019-03-12
680,1,4161,203,18,2018-03-01
950,1,1144,723,4,2019-02-09
131,1,4161,203,2,2019-05-06
413,1,8761,518,4,2021-12-24
950,1,8654,518,4,2020-08-01
410,1,4161,203,2,2020-06-11
950,1,4859,518,1,2020-12-29
825,1,4461,203,2,2020-02-19
673,1,9066,270,4,2017-03-14
413,1,4461,203,4,2019-10-26
680,1,8761,518,4,2020-12-20
353,2,4161,203,3,2018-05-09
411,1,8761,518,1,2022-01-17
353,2,4461,203,2,2016-03-03
131,1,4161,203,3,2018-10-25
825,1,4461,203,2,2017-04-08
353,2,8761,518,3,2020-06-07
410,1,4461,203,2,2020-05-14
353,2,1144,723,4,2020-04-03
410,1,4161,203,2,2019-08-10
353,2,44,325,1,2019-03-11
951,1,8761,518,4,2018-02-06
131,1,1144,723,3,2016-08-31
680,1,4859,518,1,2017-01-06
131,1,8654,518,1,2020-01-21
410,1,4859,518,2,2019-09-19
353,2,7983,518,8,2019-08-09
951,1,4461,203,3,2020-11-06
673,1,44,325,2,2019-09-16
411,1,9066,270,4,2020-02-26
353,2,4161,203,1,2021-04-13
825,1,4859,518,2,2020-06-30
673,1,4161,203,10,2019-11-28
673,1,4161,203,14,2019-11-05
950,1,44,325,3,2016-05-20
825,1,8761,518,1,2020-03-14
353,2,4859,518,3,2022-03-16
950,1,9066,270,1,2022-01-10
825,1,7983,518,9,2019-03-07
131,1,4461,203,3,2019-03-22
131,1,9066,270,3,2020-01-24
950,1,7983,518,15,2021-02-20
951,1,9066,270,4,2017-09-07
410,1,6437,401,8,2019-12-30
680,1,9066,270,3,2018-09-22
413,1,4161,203,3,2021-09-01
825,1,4461,203,2,2019-03-12
411,1,44,325,9,2021-06-19
951,1,44,325,13,2020-07-24
410,1,4161,203,3,2017-05-19
673,1,4461,203,1,2017-01-02
131,1,4859,518,2,2017-05-02
825,1,9066,270,2,2017-11-23
825,1,8761,518,4,2020-06-08
680,1,4161,203,7,2016-11-19
353,2,44,325,4,2019-02-27
413,1,7983,518,6,2018-02-24
673,1,4859,518,5,2019-01-30
673,1,8654,518,2,2018-08-11
673,1,8761,518,1,2020-04-28
131,1,6437,401,1,2019-08-16
413,1,8761,518,2,2016-04-23
950,1,8761,518,2,2020-04-25
411,1,6437,401,1,2016-03-05
353,2,8761,518,1,2022-02-01
951,1,1144,723,3,2021-03-16
413,1,1144,723,4,2018-05-18
680,1,44,325,8,2021-09-28
673,1,8761,518,1,2020-05-08
413,1,7983,518,1,2019-02-02
413,1,44,325,1,2021-08-17
413,1,4859,518,2,2020-02-24
951,1,8654,518,1,2020-02-19
410,1,7983,518,17,2017-08-23
950,1,4161,203,9,2021-08-14
353,2,9066,270,1,2020-04-24
413,1,9066,270,2,2018-12-13
410,1,4859,518,3,2019-04-02
680,1,9066,270,4,2020-10-01
411,1,4461,203,1,2017-03-08
413,1,4859,518,1,2019-10-16
950,1,44,325,4,2016-04-02
951,1,4859,518,4,2017-06-03
411,1,1144,723,1,2021-07-15
413,1,4461,203,9,2016-05-14
951,1,6437,401,2,2020-02-08
413,1,4461,203,8,2020-11-30
950,1,7983,518,3,2016-03-07
131,1,6437,401,1,2016-12-07
353,2,8761,518,2,2021-12-03
673,1,4461,203,8,2016-12-07
410,1,7983,518,6,2016-08-27
680,1,8761,518,3,2017-01-09
825,1,7983,518,9,2021-12-02
410,1,9066,270,1,2020-01-13
673,1,6437,401,4,2019-12-02
410,1,6437,401,2,2018-10-18
131,1,4461,203,2,2021-08-25
131,1,4859,518,7,2019-03-11
411,1,8761,518,1,2016-01-21
131,1,4161,203,2,2018-09-21
950,1,44,325,1,2019-02-20
825,1,4859,518,8,2016-01-16
825,1,8761,518,3,2016-05-12
950,1,1144,723,2,2018-12-06
825,1,4461,203,2,2018-10-09
411,1,6437,401,3,2021-12-17
131,1,8761,518,1,2019-01-02
353,2,8654,518,1,2020-11-19
950,1,8761,518,1,2016-12-08
413,1,7983,518,1,2018-12-29
950,1,4859,518,1,2019-09-27
353,2,4859,518,3,2017-09-01
950,1,8654,518,4,2019-04-12
353,2,44,325,1,2021-02-17
673,1,8654,518,1,2018-09-24
353,2,8654,518,1,2019-09-10
413,1,4859,518,2,2020-05-29
825,1,44,325,5,2021-05-05
131,1,4161,203,10,2017-05-13
131,1,8654,518,2,2020-04-18
353,2,44,325,8,2016-04-24
825,1,6437,401,3,2021-11-03
680,1,8654,518,1,2018-12-06
951,1,44,325,5,2020-09-18
353,2,9066,270,1,2017-09-19
413,1,7983,518,5,2016-07-11
410,1,9066,270,7,2018-04-26
673,1,4859,518,3,2019-01-11
673,1,8761,518,8,2018-06-09
680,1,8654,518,1,2021-12-30
411,1,1144,723,3,2017-08-24
131,1,4161,203,2,2018-01-30
413,1,8761,518,1,2021-11-13
413,1,4161,203,5,2020-09-16
131,1,4859,518,1,2018-09-13
353,2,9066,270,2,2017-01-27
131,1,4161,203,3,2018-11-15
131,1,6437,401,1,2022-02-24
353,2,9066,270,1,2020-07-17
353,2,6437,401,1,2020-06-19
411,1,4461,203,2,2020-01-15
825,1,4161,203,1,2016-01-11
950,1,6437,401,2,2016-09-05
673,1,4161,203,8,2021-09-10
411,1,4461,203,3,2017-08-24
825,1,8761,518,1,2018-09-13
413,1,7983,518,2,2018-02-21
353,2,4859,518,5,2021-03-06
951,1,7983,518,1,2019-06-17
825,1,44,325,3,2021-02-17
410,1,44,325,4,2019-10-04
673,1,7983,518,18,2018-06-25
951,1,8761,518,8,2020-08-21
951,1,4461,203,4,2018-02-13
825,1,4461,203,2,2016-09-21
411,1,7983,518,10,2016-10-19
413,1,44,325,1,2018-07-12
825,1,7983,518,13,2018-03-02
950,1,4161,203,7,2016-02-09
950,1,4461,203,8,2016-12-22
680,1,8761,518,7,2017-01-05
673,1,9066,270,6,2020-01-29
353,2,7983,518,5,2017-01-26
673,1,1144,723,6,2017-02-20
131,1,4161,203,10,2021-04-10
825,1,4461,203,5,2017-01-19
131,1,7983,518,1,2021-10-20
673,1,8761,518,3,2016-12-02
951,1,4461,203,11,2019-12-07
825,1,4161,203,3,2021-04-17
951,1,6437,401,3,2020-06-17
680,1,8654,518,4,2022-01-10
673,1,4161,203,3,2016-03-01
413,1,4461,203,7,2020-11-10
673,1,44,325,2,2022-01-11
825,1,4161,203,5,2018-08-17
951,1,1144,723,3,2017-12-29
413,1,4461,203,2,2021-07-09
950,1,8761,518,2,2016-12-30
951,1,44,325,2,2017-02-27
410,1,8761,518,-3,2016-02-04
680,1,6437,401,6,2020-06-27
411,1,9066,270,1,2018-04-24
673,1,4161,203,4,2016-05-10
411,1,4859,518,1,2016-08-06
951,1,4161,203,2,2018-03-13
951,1,4161,203,3,2019-08-23
673,1,8761,518,6,2019-09-18
680,1,9066,270,3,2017-07-14
131,1,1144,723,3,2018-09-21
950,1,9066,270,2,2017-02-28
353,2,8761,518,1,2021-12-12
413,1,7983,518,3,2022-01-26
673,1,7983,518,15,2020-05-29
680,1,8654,518,3,2017-10-26
673,1,8761,518,6,2016-10-14
673,1,1144,723,3,2018-03-13
410,1,9066,270,11,2020-06-10
951,1,9066,270,2,2019-06-03
131,1,4461,203,2,2019-02-04
673,1,7983,518,8,2021-07-15
413,1,4461,203,2,2018-06-22
411,1,44,325,1,2022-02-01
951,1,4461,203,6,2017-12-04
673,1,9066,270,7,2016-02-04
680,1,4859,518,2,2016-01-14
951,1,4859,518,4,2020-10-20
353,2,4859,518,1,2020-02-18
825,1,9066,270,4,2019-05-09
950,1,9066,270,1,2016-07-14
131,1,4859,518,3,2020-06-25
410,1,6437,401,5,2021-08-13
950,1,44,325,2,2016-06-06
131,1,7983,518,8,2020-05-07
413,1,44,325,8,2020-07-01
411,1,8654,518,8,2019-07-25
131,1,7983,518,12,2018-10-12
131,1,1144,723,3,2017-08-04
825,1,6437,401,4,2017-06-17
680,1,4161,203,7,2021-01-04
825,1,44,325,1,2018-11-22
411,1,4859,518,3,2018-12-19
410,1,1144,723,1,2021-09-06
131,1,8654,518,3,2017-02-18
680,1,4161,203,16,2022-02-18
411,1,6437,401,2,2020-03-06
413,1,8761,518,1,2020-07-10
131,1,8761,518,1,2016-05-26
951,1,4461,203,4,2021-10-28
413,1,4859,518,7,2021-11-13
825,1,44,325,3,2017-08-14
951,1,8761,518,2,2020-10-10
680,1,44,325,3,2020-12-28
673,1,4161,203,3,2020-09-02
825,1,8761,518,4,2016-07-09
950,1,44,325,2,2016-09-01
131,1,8654,518,2,2019-04-11
673,1,4461,203,1,2017-03-30
680,1,1144,723,5,2020-04-14
680,1,9066,270,5,2019-07-15
411,1,9066,270,5,2016-03-17
353,2,44,325,1,2017-03-06
131,1,8654,518,2,2018-03-30
411,1,1144,723,3,2020-05-30
353,2,4161,203,3,2016-10-24
131,1,8654,518,1,2022-01-21
950,1,44,325,1,2020-08-25
950,1,4461,203,1,2022-01-24
131,1,4461,203,10,2016-10-21
673,1,4461,203,2,2016-11-09
353,2,4859,518,3,2020-02-10
951,1,4461,203,1,2017-05-22
673,1,1144,723,2,2018-03-09
825,1,7983,518,20,2019-12-26
680,1,4461,203,3,2016-08-08
680,1,9066,270,10,2016-04-09
825,1,7983,518,9,2022-02-04
410,1,4461,203,2,2019-05-23
950,1,7983,518,3,2017-10-10
353,2,1144,723,2,2020-03-21
825,1,9066,270,4,2018-01-06
353,2,4161,203,3,2017-08-25
951,1,4461,203,5,2016-02-10
411,1,4859,518,1,2020-08-11
131,1,4859,518,3,2018-01-22
950,1,1144,723,2,2018-02-05
825,1,44,325,1,2018-10-12
825,1,4859,518,3,2017-11-25
411,1,4461,203,8,2016-09-23
411,1,8654,518,1,2017-03-29
353,2,7983,518,2,2021-09-22
825,1,8761,518,3,2021-05-29
825,1,8654,518,1,2019-04-24
825,1,44,325,2,2020-09-22
131,1,4859,518,4,2020-08-29
950,1,6437,401,3,2020-02-28
131,1,4859,518,2,2021-03-03
680,1,44,325,4,2017-04-22
825,1,6437,401,1,2021-08-23
353,2,1144,723,4,2016-11-13
131,1,6437,401,3,2018-08-28
951,1,4461,203,8,2021-02-13
950,1,44,325,1,2017-12-07
353,2,8654,518,1,2020-09-09
410,1,8761,518,6,2018-12-01
410,1,6437,401,2,2021-12-15
411,1,8761,518,6,2021-12-07
950,1,6437,401,1,2016-07-27
131,1,6437,401,8,2021-11-27
411,1,44,325,5,2021-10-29
950,1,7983,518,1,2019-01-09
411,1,4461,203,2,2019-08-19
680,1,6437,401,4,2019-04-01
353,2,8761,518,1,2019-06-17
353,2,7983,518,8,2022-01-28
950,1,7983,518,2,2019-06-12
673,1,7983,518,6,2020-02-05
825,1,4161,203,5,2017-04-28
131,1,4461,203,1,2020-10-16
413,1,4161,203,2,2022-02-03
411,1,6437,401,3,2017-08-29
680,1,44,325,2,2016-10-31
413,1,4859,518,3,2018-03-19
411,1,1144,723,8,2017-04-15
413,1,7983,518,4,2016-04-27
680,1,8654,518,2,2020-05-16
410,1,8654,518,1,2016-03-09
353,2,6437,401,6,2017-04-16
131,1,4859,518,1,2020-10-05
413,1,1144,723,8,2019-01-04
410,1,4161,203,1,2019-08-20
410,1,1144,723,1,2016-03-09
951,1,4859,518,9,2020-08-28
680,1,8761,518,3,2019-11-07
673,1,4859,518,4,2021-11-05
413,1,9066,270,3,2017-03-13
353,2,7983,518,7,2016-04-28
825,1,4161,203,4,2018-03-27
410,1,1144,723,2,2021-06-23
951,1,4161,203,2,2019-07-16
411,1,7983,518,18,2021-01-22
673,1,4461,203,5,2019-12-24
825,1,6437,401,2,2016-12-12
411,1,8654,518,2,2018-04-18
131,1,4859,518,5,2019-04-23
353,2,8761,518,1,2019-11-04
413,1,8654,518,3,2018-01-05
353,2,6437,401,7,2020-01-05
353,2,1144,723,1,2020-02-04
951,1,4461,203,4,2017-09-14
950,1,8761,518,5,2018-05-09
680,1,9066,270,5,2022-02-25
413,1,6437,401,4,2018-07-04
825,1,6437,401,4,2019-06-14
410,1,4859,518,2,2019-04-24
353,2,6437,401,1,2017-12-27
410,1,6437,401,8,2017-12-09
673,1,4859,518,4,2021-09-27
950,1,4859,518,4,2019-12-31
825,1,4161,203,2,2017-06-10
825,1,4859,518,3,2016-06-22
950,1,9066,270,2,2016-03-10
951,1,9066,270,4,2017-08-19
673,1,8761,518,4,2021-12-29
951,1,8761,518,1,2019-09-27
353,2,1144,723,4,2019-07-14
410,1,1144,723,2,2018-06-21
353,2,6437,401,2,2016-03-28
413,1,7983,518,10,2018-01-13
951,1,6437,401,1,2021-03-17
413,1,9066,270,2,2017-10-05
673,1,4461,203,3,2017-08-31
673,1,4461,203,10,2017-12-09
410,1,4461,203,7,2018-01-12
825,1,1144,723,2,2016-06-14
410,1,8761,518,2,2019-11-21
131,1,7983,518,4,2017-09-06
673,1,7983,518,7,2022-01-14
950,1,9066,270,2,2016-02-15
673,1,4859,518,2,2017-11-25
411,1,8761,518,5,2021-12-19
673,1,1144,723,1,2018-08-16
413,1,7983,518,5,2018-06-16
410,1,6437,401,10,2017-03-27
825,1,7983,518,8,2018-05-07
411,1,44,325,7,2017-03-01
825,1,7983,518,12,2021-08-13
411,1,8654,518,1,2017-09-30
950,1,4461,203,4,2019-04-25
673,1,44,325,4,2016-07-18
680,1,6437,401,3,2017-06-28
680,1,44,325,4,2019-04-01
680,1,8761,518,5,2021-04-13
411,1,7983,518,7,2021-05-11
680,1,4161,203,1,2018-08-27
413,1,7983,518,1,2017-09-15
950,1,9066,270,1,2019-09-30
353,2,4859,518,1,2021-04-21
680,1,4859,518,5,2020-08-19
353,2,8761,518,1,2016-03-27
353,2,8761,518,3,2020-07-16
950,1,4461,203,4,2016-01-06
951,1,9066,270,4,2018-12-01
413,1,1144,723,3,2021-11-10
680,1,4461,203,9,2018-12-31
131,1,44,325,1,2016-06-20
825,1,4161,203,1,2017-03-28
825,1,1144,723,3,2016-10-10
411,1,4859,518,9,2017-07-05
673,1,1144,723,9,2020-06-06
411,1,8761,518,2,2020-11-23
411,1,7983,518,31,2017-07-29
131,1,4461,203,2,2018-11-06
950,1,9066,270,5,2016-06-27
411,1,44,325,11,2017-04-01
131,1,8761,518,2,2021-10-07
413,1,44,325,5,2020-03-11
413,1,1144,723,3,2016-04-08
673,1,4161,203,2,2021-03-26
411,1,8761,518,9,2017-01-13
950,1,8761,518,2,2021-08-19
825,1,44,325,3,2020-06-09
413,1,8654,518,1,2021-04-24
410,1,4461,203,5,2016-08-27
353,2,8761,518,4,2017-04-01
413,1,4461,203,2,2019-06-03
951,1,9066,270,1,2016-03-17
673,1,7983,518,5,2016-03-11
673,1,4859,518,3,2016-05-13
353,2,4161,203,1,2021-08-08
131,1,4461,203,1,2018-12-28
825,1,8654,518,1,2021-10-20
410,1,1144,723,2,2018-12-19
825,1,44,325,1,2021-06-29
950,1,7983,518,14,2017-11-18
950,1,4161,203,15,2020-11-27
410,1,1144,723,3,2020-04-25
951,1,9066,270,4,2021-01-18
950,1,6437,401,3,2016-05-14
673,1,1144,723,14,2017-06-03
413,1,8761,518,2,2016-07-13
353,2,7983,518,3,2019-09-05
353,2,4161,203,7,2019-10-14
825,1,7983,518,1,2019-01-22
410,1,9066,270,4,2020-10-27
131,1,1144,723,7,2019-11-16
825,1,4161,203,6,2021-08-07
825,1,7983,518,1,2017-07-13
131,1,8654,518,1,2021-02-05
680,1,44,325,2,2017-09-04
131,1,7983,518,1,2018-02-20
950,1,8761,518,2,2019-05-29
950,1,4161,203,5,2018-09-12
951,1,8761,518,2,2016-02-25
825,1,7983,518,19,2019-10-30
825,1,7983,518,3,2021-03-16
950,1,44,325,11,2022-02-12
413,1,8761,518,1,2017-11-08
673,1,9066,270,4,2017-08-16
825,1,6437,401,3,2019-05-16
951,1,7983,518,8,2021-12-15
413,1,4161,203,2,2021-09-24
951,1,9066,270,4,2020-09-05
951,1,4859,518,3,2020-02-21
673,1,6437,401,3,2020-11-18
131,1,8654,518,1,2018-06-06
131,1,4161,203,3,2021-01-28
413,1,4461,203,5,2018-09-13
131,1,1144,723,1,2018-06-26
413,1,8761,518,1,2019-01-21
950,1,44,325,7,2020-11-05
950,1,1144,723,3,2018-03-01
950,1,1144,723,7,2020-12-12
680,1,4161,203,10,2022-02-03
410,1,9066,270,2,2018-05-04
411,1,4461,203,4,2018-07-28
825,1,4161,203,5,2017-09-16
825,1,4161,203,5,2019-08-02
950,1,7983,518,1,2017-11-27
951,1,6437,401,4,2020-02-26
353,2,4161,203,8,2016-11-04
410,1,44,325,1,2017-08-07
680,1,4161,203,9,2019-04-05
410,1,7983,518,3,2018-02-09
950,1,9066,270,4,2020-05-23
950,1,8654,518,1,2020-03-26
131,1,4161,203,5,2019-11-13
680,1,1144,723,6,2020-04-10
131,1,1144,723,1,2022-03-01
673,1,8654,518,2,2019-12-09
353,2,8654,518,2,2018-09-28
825,1,7983,518,5,2017-11-15
410,1,44,325,9,2020-06-03
673,1,6437,401,5,2020-11-23
950,1,8654,518,9,2018-05-05
680,1,6437,401,5,2022-03-05
410,1,4859,518,2,2016-08-04
413,1,6437,401,1,2017-07-19
413,1,6437,401,2,2021-03-24
353,2,1144,723,3,2017-09-29
951,1,9066,270,4,2018-03-29
673,1,7983,518,5,2018-07-14
413,1,4461,203,2,2017-06-21
411,1,4461,203,1,2021-07-28
680,1,4461,203,8,2017-12-28
951,1,4461,203,7,2020-12-21
951,1,4161,203,4,2018-11-10
825,1,9066,270,3,2016-03-11
951,1,44,325,6,2018-08-25
825,1,1144,723,5,2021-02-23
353,2,7983,518,12,2017-12-09
411,1,44,325,8,2017-01-20
673,1,7983,518,7,2020-05-18
131,1,6437,401,4,2020-03-23
410,1,9066,270,6,2016-08-05
673,1,9066,270,11,2019-01-12
950,1,1144,723,1,2021-06-29
680,1,9066,270,3,2017-09-18
951,1,6437,401,1,2021-06-11
411,1,4161,203,1,2019-05-06
680,1,8761,518,2,2020-03-21
951,1,4161,203,5,2016-10-26
825,1,4161,203,3,2018-05-18
413,1,8654,518,1,2016-12-02
131,1,4461,203,1,2017-08-24
680,1,8654,518,4,2021-06-08
353,2,4461,203,1,2021-07-18
951,1,4461,203,2,2019-01-26
951,1,7983,518,3,2021-03-11
950,1,8761,518,6,2020-01-31
825,1,9066,270,3,2018-01-12
673,1,4161,203,2,2018-03-06
131,1,9066,270,2,2016-09-01
825,1,9066,270,2,2020-06-02
413,1,9066,270,2,2020-07-27
413,1,44,325,8,2021-05-08
353,2,4859,518,1,2019-05-04
410,1,4461,203,1,2020-04-23
410,1,8654,518,1,2016-12-02
353,2,4859,518,3,2019-10-25
680,1,44,325,7,2019-04-19
950,1,9066,270,4,2017-09-15
950,1,9066,270,2,2020-06-15
950,1,8761,518,2,2021-08-11
951,1,8761,518,1,2016-11-03
411,1,7983,518,17,2017-03-27
950,1,8761,518,1,2020-09-22
680,1,8761,518,3,2020-07-03
680,1,4859,518,2,2016-05-06
413,1,9066,270,4,2019-12-19
131,1,4161,203,2,2016-06-11
353,2,9066,270,1,2018-10-04
673,1,4461,203,5,2017-01-20
950,1,7983,518,2,2018-06-15
680,1,1144,723,2,2020-01-02
950,1,4461,203,10,2018-04-28
950,1,9066,270,3,2018-02-13
413,1,4161,203,1,2016-12-18
131,1,44,325,2,2018-09-25
411,1,6437,401,2,2018-11-19
825,1,1144,723,4,2019-07-01
353,2,6437,401,4,2016-09-22
410,1,4161,203,4,2020-04-22
680,1,8654,518,3,2020-04-29
353,2,8654,518,2,2019-08-06
410,1,4161,203,2,2020-04-06
413,1,7983,518,1,2016-12-14
950,1,4461,203,4,2019-09-20
673,1,9066,270,4,2017-12-28
951,1,6437,401,4,2017-04-28
950,1,8654,518,6,2021-02-25
825,1,7983,518,20,2016-12-29
825,1,7983,518,142,2017-06-23
411,1,6437,401,1,2017-03-28
951,1,44,325,2,2019-01-31
353,2,44,325,5,2020-05-26
950,1,1144,723,6,2017-07-31
673,1,4161,203,5,2017-11-03
673,1,6437,401,3,2021-05-10
950,1,7983,518,15,2018-04-30
353,2,8654,518,2,2018-09-22
673,1,7983,518,11,2018-10-22
353,2,44,325,17,2021-10-30
680,1,44,325,1,2018-09-17
131,1,6437,401,3,2019-04-10
411,1,44,325,15,2016-12-10
951,1,9066,270,2,2018-10-22
673,1,9066,270,9,2016-06-06
411,1,4161,203,3,2020-09-10
411,1,8654,518,1,2020-03-31
680,1,44,325,15,2020-05-18
673,1,4859,518,1,2019-08-21
410,1,1144,723,2,2020-01-10
411,1,6437,401,4,2018-08-14
950,1,9066,270,3,2017-04-24
410,1,7983,518,5,2020-04-06
673,1,7983,518,20,2016-01-20
680,1,4461,203,3,2017-10-23
680,1,4461,203,3,2021-08-03
131,1,7983,518,15,2016-08-13
680,1,8654,518,8,2017-02-04
673,1,4461,203,4,2020-06-19
410,1,4859,518,3,2020-01-29
411,1,9066,270,1,2018-04-06
951,1,1144,723,5,2020-12-29
131,1,44,325,1,2019-04-09
825,1,8761,518,3,2021-05-15
410,1,8654,518,2,2021-11-12
411,1,6437,401,2,2018-06-04
951,1,9066,270,1,2018-01-23
673,1,8761,518,1,2018-08-21
413,1,9066,270,4,2019-09-21
413,1,4161,203,5,2017-01-19
413,1,4859,518,6,2017-06-06
413,1,44,325,2,2019-02-05
673,1,8761,518,2,2018-06-23
411,1,9066,270,1,2018-03-23
410,1,4461,203,2,2020-02-06
353,2,6437,401,1,2016-07-23
950,1,7983,518,3254,2018-04-07
413,1,9066,270,1,2019-05-10
410,1,1144,723,5,2020-01-04
673,1,4161,203,6,2017-10-21
